BUS#,x,y
3581,-277,4511
3582,-935,2649
3583,-943,2658
3584,-1503,6658
3585,-522,4877
3586,-576,4901
3587,-557,4889
3588,-536,4897
3589,-744,2835
3590,-778,2799
3591,-1070,5934
3592,-1089,6032
3593,-613,3347
3594,-608,3413
3595,-702,3207
3596,-1553,6892
3597,-1564,6890
3598,-714,4483
3599,-251,4499
3600,-229,4482
3601,-747,2974
3602,487,3826
3603,-319,3614
3604,-1080,4673
3605,-757,3287
3606,-992,4175
3607,380,3765
3608,-941,4683
3609,516,3511
3610,-747,3112
3611,-954,4846
3612,421,3575
3613,419,3556
3614,895,4111
3615,621,3932
3616,568,3851
3617,1122,4261
3618,1258,4394
3619,1233,4347
3620,1243,4334
3621,682,3898
3622,674,3913
3623,-816,3268
3624,-25,3843
3625,-1315,2864
3626,-1435,6262
3627,-1164,4534
3628,-1863,6796
3629,-1873,6871
3630,-1652,7260
3631,-1688,7213
3632,-1745,7344
3633,-1147,2506
3634,-1330,4261
3635,-687,2591
3636,-638,3997
3637,-1352,4936
3638,-1678,4881
3639,-1674,4902
3640,-570,4803
3641,-1223,2467
3642,-990,6975
3643,-1160,6857
3644,-1158,3275
3645,-1163,3254
3646,-1306,4926
3647,-837,3342
3648,503,3236
3649,362,3603
3650,647,2809
3651,721,2854
3652,228,2866
3653,335,2902
3654,341,2868
3655,411,2945
3656,422,2892
3657,-1413,6282
3658,-1449,6236
3659,-586,6101
4000,-2910,-1044
4001,-2078,-2282
4002,-2616,-1803
4003,-4058,-1874
4004,-3878,-1892
4005,-3913,-1793
4006,-4015,-1769
4007,-2601,-564
4008,-2595,-596
4009,-2568,-542
4010,-3048,-1968
4011,-3080,-1869
4012,-3043,-1993
4013,-3078,-1895
4014,-3051,-1943
4015,-3061,-1963
4016,-3064,-1874
4017,-3070,-1848
4018,-2820,-2020
4019,-2914,-2084
4020,-2827,-1995
4022,-3032,-1224
4023,-3049,-1272
4024,-3059,-1328
4025,-2959,-1413
4026,-2919,-1065
4027,-2243,-2743
4028,-2241,-2722
4029,-2227,-2760
4030,-2224,-2738
4031,-2169,-2688
4032,-2369,-1377
4033,-2699,-2747
4034,-2703,-2725
4035,-2721,-2716
4036,-2719,-2698
4037,-2715,-2741
4038,-2644,-2675
4039,-2452,-1688
4040,-2466,-1680
4041,-2457,-1657
4042,-2470,-1647
4043,-2428,-1596
4044,-2437,-1620
4045,-2451,-1601
4046,-2458,-1623
4047,-2544,-1578
4048,-2481,-1600
4049,-2992,-1827
4050,-2747,-1032
4051,-3008,-349
4052,-1991,-2671
4053,-1976,-2688
4054,-1964,-2673
4055,-2174,-3392
4056,-2145,-3409
4057,-2100,-3196
4058,-2044,-2666
4059,-2022,-2689
4061,-2035,-2683
4062,-1815,-2614
4064,-1778,-2620
4065,-1769,-2584
4066,-2002,-3402
4067,-1983,-3394
4071,-1851,-1994
4072,-993,-2257
4073,-1003,-2330
4074,-921,-2853
4075,-932,-2764
4076,-943,-2787
4077,-926,-2803
4078,-932,-2934
4079,-952,-2920
4080,-969,-3162
4081,-993,-3168
4082,-947,-3276
4083,-908,-3252
4084,-2532,-1823
4085,-2465,-1810
4089,-3041,-1585
4091,-2032,-2586
4094,-2143,-2100
4095,-2132,-2073
4096,-929,-3281
4097,-3742,-1731
4100,-729,-2542
4101,-707,-2550
4102,-924,-3176
4103,-967,-3102
4104,-2402,-1656
4106,-2633,-1576
4107,-2794,-1647
4109,-2836,-1815
4110,-2493,-1830
4111,-3039,-1644
4112,-2004,-2596
4113,-2983,-1700
4114,-2627,-1902
4115,-2628,-1613
4116,-2530,-1665
4117,-2144,-1797
4118,-2801,-1437
4119,-2883,-1340
4120,-2895,-1365
4121,-2902,-1392
4122,-2889,-1425
4123,-2190,-2878
4124,-2084,-2113
4125,-2074,-2389
4126,-2594,-940
4127,-2654,-894
4128,-1960,-2598
4129,-1800,-2553
4131,-1843,-2005
4132,-2547,-2226
4133,-2072,-2841
4134,-2110,-2814
4135,-1965,-2388
4136,-2015,-2389
4137,-1782,-2384
4138,-955,-2336
4139,-952,-2323
4140,-1211,-2202
4141,-1213,-2214
4142,-1751,-2289
4143,-2306,-1996
4144,-2706,-1816
4145,-1727,-2102
4146,-1674,-2274
4147,-1685,-2651
4148,-1876,-2795
4149,-1481,-2118
4150,-2282,-1835
4151,-708,-2487
4152,-912,-3273
4153,-1009,-3162
4154,-2383,-1796
4156,-3361,-1633
4157,-3501,-1584
4158,-3496,-1689
4159,-3588,-1694
4160,-3689,-1737
4161,-3768,-1798
4162,-3933,-1814
4163,-2970,-1574
4164,-2427,-827
4165,-3288,-1647
4166,-3848,-1764
4167,-3222,-1469
4168,-3294,-1435
4169,-3172,-1760
4170,-3108,-1515
4171,-2650,-1357
4172,-2715,-1346
4173,-2718,-1303
4174,-2561,-1437
4175,-2459,-1214
4176,-2223,-1226
4177,-2135,-1327
4178,-2148,-1243
4179,-2161,-1186
4180,-2124,-1196
4181,-3324,-1820
4182,-3298,-1459
4183,-2652,-1307
4184,-2137,-1434
4185,-2132,-986
4186,-2151,-876
4187,-2161,-871
4188,-2750,-1191
4189,-2270,-1492
4190,-2378,-1162
4191,-2328,-1040
4192,-2129,-1569
4193,-2249,-1373
4194,-2042,-1799
4195,-2613,-1157
4196,-2527,-1019
4197,-2609,-831
4198,-2700,-678
4199,-2785,-560
4200,-2525,-1301
4201,-1634,-2146
4202,-1611,-2026
4203,-3043,-1564
4204,-1944,-1667
4205,-1965,-1603
4206,-1840,-1583
4207,-1727,-1560
4208,-1617,-1577
4209,-1518,-1647
4210,-1444,-1776
4211,-1506,-1837
4212,-1560,-1923
4213,-1378,-1956
4214,-2265,-1656
4215,-1229,-2017
4216,-864,-2495
4217,-1094,-2136
4218,-897,-2567
4219,-907,-2658
4220,-898,-2745
4221,-921,-2976
4222,-3409,-1610
4223,-3363,-1658
4224,-973,-2291
4225,-1983,-3864
4226,-2009,-3012
4227,-2622,-1418
4228,-2150,-1130
4229,-2143,-896
4230,-2163,-830
4231,-2402,-3075
4232,-2474,-3181
4233,-2260,-2230
4234,-2370,-2224
4235,-2456,-2217
4236,-2396,-2385
4237,-2498,-2566
4238,-2202,-2504
4239,-2264,-2681
4240,-2397,-2645
4241,-2313,-2476
4242,-2580,-975
4243,-1970,-3309
4244,-1925,-3666
4245,-1913,-3805
4246,-1996,-3550
4247,-1904,-3393
4248,-2385,-2413
4249,-2040,-3485
4250,-2113,-3607
4251,-2185,-3693
4252,-1965,-3341
4253,-1941,-3307
4254,-2249,-3731
4255,-2167,-3336
4256,-2189,-3571
4257,-2063,-3911
4258,-2137,-3869
4259,-2014,-3974
4260,-2127,-4027
4261,-1550,-3288
4262,-2125,-3304
4263,-2106,-3315
4264,-2170,-3729
4265,-2167,-3907
4266,-2234,-3018
4267,-2182,-3328
4268,-2189,-3543
4269,-2258,-3438
4270,-2297,-3132
4271,-2313,-3113
4272,-2315,-3045
4273,-2347,-3142
4274,-2439,-3222
4275,-2291,-2954
4276,-2075,-2558
4277,-1862,-2484
4278,-1936,-2305
4279,-2083,-2441
4280,-2056,-2473
4281,-1983,-2494
4282,-2158,-2580
4283,-2118,-2637
4284,-2126,-2619
4285,-1784,-2602
4286,-1730,-2741
4287,-1760,-2851
4288,-2148,-2427
4289,-2187,-2766
4292,-2134,-3081
4294,-2025,-2359
4295,-1997,-2284
4296,-1884,-2362
4297,-1872,-2457
4298,-1489,-3282
4299,-1956,-2421
4300,-1720,-2576
4301,-1695,-2902
4302,-1637,-3056
4303,-1601,-3239
4304,-1545,-3187
4305,-1601,-3380
4306,-1608,-3338
4307,-1893,-2668
4308,-1754,-2398
4309,-1668,-2916
4310,-1470,-3152
4311,-1657,-2805
4312,-1586,-2960
4313,-1550,-3113
4314,-1522,-3231
4315,-1499,-3184
4316,-1517,-3050
4317,-1644,-2907
4318,-1715,-2814
4319,-1827,-2251
4320,-1945,-2363
4321,-1880,-2134
4322,-1850,-2218
4323,-1926,-2226
4324,-1830,-2105
4325,-1886,-1930
4326,-2067,-3191
4327,-1963,-3192
4328,-2055,-3117
4329,-1670,-2053
4331,-1966,-3420
4332,-2030,-3754
4333,-1582,-2836
4334,-1759,-2530
4335,-1901,-3129
4336,-1859,-1516
4337,-2440,-2336
4338,-1897,-2008
4339,-1757,-2733
4340,-1008,-2283
4341,-2046,-4001
4342,-1640,-2952
4343,-2613,-2221
4344,-2551,-2153
4345,-3575,-1572
4346,-3660,-1696
4347,-3833,-1851
4348,-4001,-1850
4349,-3038,-1544
4350,-2540,-632
4351,-2604,-615
4352,-2563,-563
4353,-2587,-549
4354,-2610,-587
4355,-2582,-576
4356,-3940,-1763
4357,-2980,-1919
4358,-2996,-1862
4359,-3064,-1901
4360,-3033,-1976
4361,-3182,-1502
4362,-2846,-2038
4363,-2757,-1977
4364,-2734,-1292
4365,-2798,-1260
4366,-2772,-1272
4367,-2963,-1268
4368,-2979,-1308
4369,-2988,-1353
4370,-2848,-1100
4371,-2321,-1420
4372,-2924,-1824
4373,-2685,-1080
4374,-2669,-784
4375,-2759,-629
4376,-2945,-395
4377,-2307,-3803
4378,-2292,-3831
4379,-2084,-4020
4380,-2074,-2338
4381,-1913,-2399
4382,-2428,-2099
4383,-2578,-1258
4384,-2774,-1830
4385,-1450,-1717
4386,-1471,-1726
4387,-1394,-1914
4388,-1410,-1956
4389,-1243,-1976
4390,-1258,-2001
4391,-1119,-2113
4392,-926,-2601
4393,-942,-2695
4394,-882,-2787
4395,-988,-3191
4396,-957,-3256
4397,-935,-3257
4398,-3482,-1608
4399,-2620,-2183
4400,-3762,-1734
4401,-3745,-1757
4402,-3245,-1797
4403,-3248,-1756
4404,-3241,-1776
4405,-3395,-1862
4406,-3384,-1875
4407,-3407,-1849
4408,-3396,-1813
4409,-2543,-3249
4410,-2080,-2629
4411,-2096,-2617
4412,-2075,-2656
4413,-2093,-2592
4414,-2087,-2646
4415,-2064,-2666
4416,-2434,-2245
4417,-2522,-2247
4418,-2466,-2423
4419,-2569,-2611
4420,-2382,-2515
4421,-2336,-2734
4422,-2467,-2697
4423,-2868,-465
4424,-1938,-3768
4425,-1919,-3912
4426,-2020,-3653
4427,-1900,-3493
4428,-2072,-3582
4429,-1987,-3446
4430,-1942,-3404
4431,-1978,-3523
4432,-2306,-3822
4433,-2221,-3419
4434,-2098,-4013
4435,-2180,-3969
4436,-2029,-4085
4437,-2164,-4133
4438,-2191,-3149
4439,-2177,-3163
4440,-2215,-3825
4441,-2214,-4008
4442,-2244,-3630
4443,-2318,-3521
4444,-2351,-3218
4445,-2376,-3188
4446,-2382,-3109
4447,-2408,-3221
4448,-2503,-3300
4449,-2474,-3131
4450,-2358,-3007
4451,-2149,-2453
4452,-2117,-2487
4453,-2227,-2610
4454,-2158,-2672
4455,-1789,-2936
4456,-2245,-2834
4457,-2087,-2335
4458,-2045,-2244
4459,-1894,-2326
4460,-1886,-2512
4461,-2012,-2461
4462,-2055,-2496
4463,-1720,-2989
4464,-1626,-3336
4465,-1608,-3485
4466,-1915,-2749
4467,-1686,-3006
4468,-1452,-3242
4469,-1639,-2861
4470,-1578,-3039
4471,-1565,-3205
4472,-1519,-3336
4473,-1505,-3127
4474,-1654,-2994
4475,-1738,-2895
4476,-2016,-2310
4477,-1971,-2187
4478,-1922,-2096
4479,-1940,-1963
4480,-1918,-1872
4481,-1853,-2061
4482,-2016,-3389
4483,-2056,-3852
4484,-1910,-3215
4485,-2511,-2370
4486,-1784,-2804
4487,-2070,-4112
4488,-1636,-3032
4489,-2685,-2259
4490,-2624,-2161
4491,-3913,-1767
4492,-3918,-1747
4493,-3398,-1834
4494,-2185,-816
4495,-2187,-796
4496,-929,-2573
4497,-867,-2792
4498,-914,-2821
4499,-898,-2826
4500,-2424,-1109
5000,1877,-5949
5001,937,-4778
5004,1010,-5711
5005,957,-5707
5006,1074,-5702
5008,1267,-5579
5010,1046,-5556
5012,1636,-5524
5013,600,-5403
5014,558,-5358
5015,565,-5371
5016,581,-5395
5017,853,-5363
5018,860,-5378
5019,1528,-6369
5020,1454,-6257
5021,1400,-6283
5022,1299,-6237
5023,1281,-6229
5026,1317,-6224
5028,435,-6210
5030,1311,-6355
5031,630,-6240
5032,600,-6227
5033,609,-6237
5034,929,-5929
5035,750,-5680
5036,759,-5693
5037,1044,-5875
5038,1082,-5891
5039,910,-5711
5040,883,-5645
5041,949,-5712
5042,888,-5675
5043,2004,-5764
5044,1992,-5708
5045,2045,-5746
5046,1861,-5958
5047,1837,-5960
5048,1821,-5913
5049,742,-5731
5050,765,-5745
5051,720,-5766
5052,522,-5879
5053,811,-5700
5054,642,-5751
5055,584,-5883
5056,624,-5832
5057,1417,-5541
5058,1584,-5507
5059,1761,-5608
5060,1696,-5591
5061,1590,-5552
5062,1689,-5561
5063,1434,-5510
5064,1692,-5528
5065,1501,-5533
5066,1486,-5546
5067,1450,-5558
5068,383,-5832
5069,495,-5796
5070,778,-5332
5071,889,-5317
5072,819,-5329
5073,1449,-5728
5074,1372,-5727
5075,1603,-5786
5076,1489,-6319
5077,1415,-6262
5078,1394,-6217
5079,1367,-6234
5080,1233,-6112
5081,1247,-6071
5082,1256,-6066
5083,1281,-6304
5084,1243,-6256
5085,1239,-6250
5086,1461,-6328
5087,1139,-6349
5088,1157,-6348
5089,1146,-6037
5090,898,-6262
5091,995,-6295
5092,997,-6215
5093,958,-6360
5094,973,-6363
5095,1111,-6098
5096,656,-6456
5097,1355,-6119
5098,1062,-6237
5099,1379,-6154
5100,1251,-6125
5101,715,-6409
5102,790,-6368
5103,796,-6353
5104,745,-6429
5105,621,-6579
5106,715,-6468
5109,621,-6620
5110,1217,-6166
5111,1123,-6149
5112,1132,-6268
5113,830,-5662
5114,1075,-5837
5115,1102,-5846
5116,1193,-5956
5117,1039,-5843
5118,1112,-5788
5119,1073,-5646
5120,1056,-5668
5121,1133,-5863
5122,507,-5712
5123,1287,-5684
5124,423,-5742
5125,1608,-5594
5126,418,-5827
5127,708,-5350
5128,1903,-5666
5129,657,-5684
5130,1138,-5920
5131,1251,-6104
5132,1077,-6174
5133,1050,-6217
5134,1276,-6144
5135,590,-6615
5136,651,-6556
5137,1725,-5846
5139,1012,-5664
5140,976,-5663
5141,1060,-5659
5142,1013,-5622
5143,1008,-5612
5144,1222,-5533
5145,1139,-5535
5146,1097,-5528
5147,1079,-5510
5148,1385,-5509
5149,1155,-5495
5150,904,-5344
5151,661,-5371
5152,644,-5346
5153,973,-5306
5154,946,-5336
5155,814,-6003
5156,646,-6043
5157,509,-6083
5158,510,-6172
5159,614,-6127
5160,736,-6081
5161,678,-6194
5162,805,-6131
5163,1046,-5970
5164,971,-5683
5165,959,-5639
5166,1004,-5690
5167,956,-5659
5168,971,-5848
5169,1051,-5654
5170,1031,-5503
5171,844,-5037
5172,1502,-5586
5173,301,-5861
5174,1161,-6383
5175,1142,-6389
5176,1127,-6405
5177,981,-6261
5178,1068,-6138
5179,762,-5772
5180,466,-5914
5181,443,-5908
5182,569,-5783
5183,535,-5915
5184,565,-5918
5185,1808,-5646
5186,1731,-5633
5187,1632,-5585
5188,1749,-5589
5189,1759,-5548
5190,1531,-5566
5191,1454,-5600
5192,722,-5364
5193,1390,-5771
5194,1629,-5829
5195,1325,-6234
5196,1288,-6358
5197,1485,-6382
5198,1106,-6069
5199,1131,-6078
5200,834,-6302
5201,850,-6309
5202,941,-6397
5203,960,-6395
5204,1418,-6149
5205,1049,-6287
5206,1446,-6186
5207,1425,-6195
5208,643,-6447
5209,677,-6458
5210,712,-6485
5211,662,-6530
5212,593,-6670
5213,1161,-6181
5214,1122,-6320
5215,711,-5677
5216,1116,-5827
5217,413,-5730
5218,1292,-5726
5219,1965,-5720
5220,627,-5695
5221,1131,-5961
5222,546,-6661
5223,1291,-6185
5224,929,-6253
5225,944,-6257
5226,954,-6264
5227,1297,-5624
5228,1311,-5662
5229,1118,-5569
5230,1015,-5530
5231,748,-6038
5233,769,-6046
5234,577,-6079
5235,437,-6122
5236,423,-6111
5237,963,-6343
5238,915,-6284
5240,1125,-5907
5241,1162,-6405
5242,976,-5892
